movieId,title,genres
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
33019,Barefoot (Barfuss) (2005),Comedy|Drama|Romance
33085,"Amityville Horror, The (2005)",Horror|Thriller
33132,State Property 2 (2005),Action|Crime|Drama
33140,Down and Derby (2005),Children|Comedy
33145,"Lot Like Love, A (2005)",Comedy|Drama|Romance
33148,King's Ransom (2005),Comedy|Crime
33150,"Game of Their Lives, The (2005)",Drama
33154,Enron: The Smartest Guys in the Room (2005),Documentary
33158,xXx: State of the Union (2005),Action|Crime|Thriller
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War
33164,House of Wax (2005),Horror|Thriller
33342,"Fearless Freaks, The (2005)",Documentary|Musical
33421,Dear Wendy (2005),Drama
33437,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
33495,Kicking & Screaming (2005),Comedy
33499,Monster-in-Law (2005),Comedy|Romance
33615,Madagascar (2005),Adventure|Animation|Children|Comedy
33639,Mad Hot Ballroom (2005),Children|Documentary
33644,Dominion: Prequel to the Exorcist (2005),Horror|Thriller
33646,"Longest Yard, The (2005)",Comedy|Drama
33660,Cinderella Man (2005),Drama|Romance
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama
33672,Lords of Dogtown (2005),Action|Comedy|Drama
33677,Rock School (2005),Documentary
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy
33685,"Honeymooners, The (2005)",Comedy
33688,Parineeta (2005),Drama|Musical|Romance
33794,Batman Begins (2005),Action|Crime|IMAX
33815,"Perfect Man, The (2005)",Comedy|Drama|Romance
33821,"Deal, The (2005)",Drama
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance
33834,Land of the Dead (2005),Action|Horror|Thriller
33836,Bewitched (2005),Comedy|Fantasy|Romance
33838,Rize (2005),Documentary
33880,Me and You and Everyone We Know (2005),Comedy|Drama
33930,Man with the Screaming Brain (2005),Adventure|Comedy|Sci-Fi
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
34111,"God Who Wasn't There, The (2005)",Documentary
34129,Rebound (2005),Comedy
34143,Dark Water (2005),Drama|Horror|Thriller
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
34153,Murderball (2005),Documentary
34162,Wedding Crashers (2005),Comedy|Romance
34164,Happy Endings (2005),Comedy|Drama
34198,Russian Dolls (Les poupées russes) (2005),Comedy|Romance
34240,"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem) (2005)",Drama
34271,Hustle & Flow (2005),Crime|Drama
34319,"Island, The (2005)",Action|Sci-Fi|Thriller
34321,Bad News Bears (2005),Children|Comedy
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror
34326,Last Days (2005),Drama
34332,Sky High (2005),Action|Adventure|Children|Comedy
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller
34336,Must Love Dogs (2005),Comedy|Romance
34338,"Aristocrats, The (2005)",Comedy|Documentary
34405,Serenity (2005),Action|Adventure|Sci-Fi
34437,Broken Flowers (2005),Comedy|Drama
34511,Man-Thing (2005),Action|Horror|Sci-Fi
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy
34523,The Chumscrubber (2005),Comedy|Drama
34528,Junebug (2005),Comedy|Drama
34530,Deuce Bigalow: European Gigolo (2005),Comedy
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller
34534,Four Brothers (2005),Action|Crime|Drama
34536,The Great Raid (2005),Action|Drama|War
34538,Asylum (2005),Romance|Thriller
34540,Pretty Persuasion (2005),Comedy|Drama
34542,Grizzly Man (2005),Documentary
34552,"Girl in the Café, The (2005)",Drama|Romance
35015,Duma (2005),Adventure|Drama
35681,Koti-ikävä (2005),Drama
35828,Black (2005),Drama
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
35957,Red Eye (2005),Horror|Thriller
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller
36392,Supercross (2005),Action
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
36477,"Baxter, The (2005)",Comedy|Drama|Romance
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
36511,Undiscovered (2005),Comedy|Drama|Romance
36513,Dirty Deeds (2005),Comedy
36517,"Constant Gardener, The (2005)",Drama|Thriller
36519,Transporter 2 (2005),Action|Crime|Thriller
36523,Margaret Cho: Assassin (2005),Comedy
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance
36527,Proof (2005),Drama
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
36531,Venom (2005),Horror|Thriller
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller
36535,Everything Is Illuminated (2005),Comedy|Drama
36537,Thumbsucker (2005),Comedy|Drama
36539,"Thing About My Folks, The (2005)",Comedy
36799,Sometimes in April (2005),Drama|War
37240,Why We Fight (2005),Documentary
37380,Doom (2005),Action|Horror|Sci-Fi
37382,Domino (2005),Crime|Drama|Thriller
37384,Waiting... (2005),Comedy
37386,Aeon Flux (2005),Action|Sci-Fi
37475,"Unfinished Life, An (2005)",Drama
37477,"Man, The (2005)",Action|Comedy|Crime
37653,Zozo (2005),Drama
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller
37727,Flightplan (2005),Action|Drama|Thriller
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
37736,Oliver Twist (2005),Drama
37739,"Greatest Game Ever Played, The (2005)",Drama
37741,Capote (2005),Crime|Drama
37837,Côte d'Azur (Crustacés et coquillages) (2005),Comedy|Musical|Romance
37844,Roll Bounce (2005),Comedy|Drama|Romance
37846,Daltry Calhoun (2005),Comedy|Drama
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller
37855,"Prize Winner of Defiance Ohio, The (2005)",Drama
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
37957,4 (2005),Drama
38001,Man to Man (2005),Drama
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
38046,Seven Swords (Chat gim) (2005),Action|Drama
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama
38188,Bubble (2006),Crime|Drama|Mystery
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy
38304,No Direction Home: Bob Dylan (2005),Documentary
38388,Goal! The Dream Begins (Goal!) (2005),Drama
38435,Forty Shades of Blue (2005),Drama
38600,Factotum (2005),Drama
38701,Don't Come Knocking (2005),Drama|Western
38798,In Her Shoes (2005),Comedy|Drama
38886,"Squid and the Whale, The (2005)",Comedy|Drama
38992,Two for the Money (2005),Drama
38994,Separate Lies (2005),Drama|Romance|Thriller
39183,Brokeback Mountain (2005),Drama|Romance
39231,Elizabethtown (2005),Comedy|Drama|Romance
39234,North Country (2005),Drama
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
39307,Dreamer: Inspired by a True Story (2005),Children|Drama
39381,"Proposition, The (2005)",Crime|Drama|Western
39390,"Gospel, The (2005)",Drama
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller
39402,Loggerheads (2005),Drama
39408,Left Behind: World at War (2005),Drama
39410,Protocols of Zion (2005),Documentary
39412,Living 'til the End (2005),Drama
39414,Shopgirl (2005),Comedy|Drama|Romance
39416,Kids in America (2005),Comedy|Drama
39419,Where the Truth Lies (2005),Drama|Thriller
39425,Emmanuel's Gift (2005),Documentary
39427,Stay (2005),Thriller
39429,Confess (2005),Drama|Thriller
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western
39441,New York Doll (2005),Documentary
39444,"Weather Man, The (2005)",Comedy|Drama
39446,Saw II (2005),Horror|Thriller
39449,Prime (2005),Comedy|Drama|Romance
39703,Little Fish (2005),Crime|Drama|Romance|Thriller
39796,Empire of the Wolves (L'empire des loups) (2005),Action|Drama|Thriller
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror
39857,Nordkraft (2005),Crime|Drama|Romance
39869,Manderlay (2005),Drama
39886,Nine Lives (2005),Drama
40148,Revolver (2005),Crime|Drama|Thriller
40278,Jarhead (2005),Action|Drama|War
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
40342,Romance & Cigarettes (2005),Comedy|Drama|Musical|Romance
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War
40574,Get Rich or Die Tryin' (2005),Action|Crime|Drama
40581,Just Friends (2005),Comedy|Romance
40583,Syriana (2005),Drama|Thriller
40614,Derailed (2005),Drama|Thriller
40629,Pride & Prejudice (2005),Drama|Romance
40723,Wolf Creek (2005),Crime|Horror|Thriller
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller
40752,Takeshis' (2005),Comedy|Drama
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
40819,Walk the Line (2005),Drama|Musical|Romance
40826,Rent (2005),Drama|Musical|Romance
40851,Zathura (2005),Action|Adventure|Children|Fantasy
40870,C.R.A.Z.Y. (2005),Drama
40887,Lonesome Jim (2005),Drama|Romance
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical
40952,Bee Season (2005),Drama
40955,Breakfast on Pluto (2005),Comedy|Drama
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller
40962,"Yours, Mine and Ours (2005)",Comedy|Romance
40964,In the Mix (2005),Comedy|Crime|Romance
40969,First Descent (2005),Documentary
41285,Match Point (2005),Crime|Drama|Romance
41425,"Dying Gaul, The (2005)",Drama|Romance
41434,After Innocence (2005),Crime|Documentary
41527,Paradise Now (2005),Crime|Drama|Thriller|War
41564,"Kid & I, The (2005)",Comedy
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
41571,Memoirs of a Geisha (2005),Drama|Romance
41573,"Family Stone, The (2005)",Comedy|Drama|Romance
41575,"Promise, The (Wu ji) (2005)",Action|Drama|Fantasy
41617,Havoc (2005),Crime|Drama|Romance
41716,"Matador, The (2005)",Comedy|Drama|Thriller
41721,Look Both Ways (2005),Drama|Romance
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary
41769,Mozart and the Whale (2005),Comedy|Drama|Romance
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama
41941,"Aura, The (Aura, El) (2005)",Crime|Drama|Thriller
41997,Munich (2005),Action|Crime|Drama|Thriller
42002,"Producers, The (2005)",Comedy|Musical
42004,Transamerica (2005),Adventure|Comedy|Drama
42007,Rumor Has It... (2005),Comedy|Drama|Romance
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy
42011,Fun with Dick and Jane (2005),Comedy|Crime
42013,"Ringer, The (2005)",Comedy
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance
42018,Mrs. Henderson Presents (2005),Comedy|Drama
42021,"White Countess, The (2005)",Drama
42053,Dirty Love (2005),Comedy|Romance
42197,Keeping Mum (2005),Comedy|Crime
42208,Paheli (2005),Drama|Fantasy|Musical|Romance
42418,"New World, The (2005)",Adventure|Drama|Romance
42602,"Boys of Baraka, The (2005)",Documentary
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller
42721,BloodRayne (2005),Action|Fantasy
42723,Hostel (2005),Horror
42725,Grandma's Boy (2006),Comedy
42728,Tristan & Isolde (2006),Drama|Romance
42730,Glory Road (2006),Drama
42732,Last Holiday (2006),Comedy
42734,Hoodwinked! (2005),Animation|Children|Comedy
42738,Underworld: Evolution (2006),Action|Fantasy|Horror
42740,Looking for Comedy in the Muslim World (2005),Comedy
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),Drama
42958,Little Manhattan (2005),Children|Comedy|Romance
43260,8MM 2 (2005),Drama|Mystery|Thriller
43267,On Probation (Tiempo de Valientes) (2005),Action|Comedy
43333,Water (2005),Drama|Romance
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War
43391,Matti: Hell Is for Heroes (Matti) (2006),Comedy|Drama
43396,"World's Fastest Indian, The (2005)",Drama
43419,Bandidas (2006),Action|Comedy|Crime|Western
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama
43556,Annapolis (2006),Drama
43558,Big Momma's House 2 (2006),Action|Comedy|Crime
43560,Nanny McPhee (2005),Children|Comedy|Fantasy
43589,"Dark, The (2005)",Horror|Mystery|Thriller
43652,"Comedians of Comedy, The (2005)",Comedy|Documentary
43679,Final Destination 3 (2006),Horror|Mystery|Thriller
43684,Something New (2006),Comedy|Drama|Romance
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary
43744,Imagine Me & You (2005),Comedy|Drama|Romance
43828,Sabah (2005),Comedy|Drama|Romance
43832,"Call of Cthulhu, The (2005)",Horror|Thriller
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime
43853,"Business, The (2005)",Action|Comedy|Crime|Drama|Thriller
43869,Curious George (2006),Adventure|Animation|Children|Comedy
43871,Firewall (2006),Crime|Drama|Thriller
43904,When a Stranger Calls (2006),Horror|Thriller
43906,Tamara (2005),Fantasy|Horror|Thriller
43908,London (2005),Drama
43910,Neil Young: Heart of Gold (2006),Documentary|Musical
43912,Freedomland (2006),Crime|Drama
43914,Winter Passing (2005),Drama
43917,Eight Below (2006),Action|Adventure|Drama|Romance
43919,Date Movie (2006),Comedy|Romance
43921,Running Scared (2006),Action|Crime|Thriller
43923,Tyler Perry's Madea's Family Reunion (2006),Comedy|Drama
43926,Doogal (2006),Animation|Children
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
43930,Just My Luck (2006),Comedy|Romance
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
43934,Deep Sea 3D (2006),Documentary|IMAX
43936,16 Blocks (2006),Crime|Thriller
43983,Election (Hak se wui) (2005),Crime|Drama|Thriller
43987,Half Light (2006),Romance|Thriller
44004,Failure to Launch (2006),Comedy|Romance
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
44058,"Big White, The (2005)",Comedy|Crime|Drama
44115,Shinobi: Heart Under Blade (2005),Action|Drama|Fantasy|Romance
44161,Free Zone (2005),Drama|War
44187,"Prince & Me II: The Royal Wedding, The (2006)",Comedy|Romance
44189,Ask the Dust (2006),Drama|Romance
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44193,She's the Man (2006),Comedy|Romance
44195,Thank You for Smoking (2006),Comedy|Drama
44197,Find Me Guilty (2006),Comedy|Crime|Drama
44199,Inside Man (2006),Crime|Drama|Thriller
44204,Tsotsi (2005),Crime|Drama
44225,Aquamarine (2006),Children|Comedy|Fantasy
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy
44511,Unknown White Male (2005),Documentary
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
44613,Take the Lead (2006),Drama
44633,"Devil and Daniel Johnston, The (2005)",Documentary
44663,"Caiman, The (Il caimano) (2006)",Comedy|Drama|Romance
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery
44671,"Wild Blue Yonder, The (2005)",Sci-Fi
44694,Volver (2006),Comedy|Drama
44709,Akeelah and the Bee (2006),Drama
44729,Larry the Cable Guy: Health Inspector (2006),Comedy
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi
44779,Santa's Slay (2005),Comedy|Fantasy|Horror
44788,This Film Is Not Yet Rated (2006),Documentary
44800,Fragile (2005),Horror|Thriller
44815,ATL (2006),Drama
44828,Slither (2006),Comedy|Horror|Sci-Fi
44840,"Benchwarmers, The (2006)",Comedy
44844,Phat Girlz (2006),Comedy
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller
44864,Friends with Money (2006),Comedy|Drama|Romance
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical
44900,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),Drama|Musical|Romance
44929,Candy (2006),Drama|Romance
44937,"Child, The (L'enfant) (2005)",Crime|Drama
44949,Hoot (2006),Children|Comedy
44972,Scary Movie 4 (2006),Comedy|Horror
44974,Hard Candy (2005),Drama|Thriller
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical
45030,Even Money (2006),Crime|Drama
45062,"Sentinel, The (2006)",Crime|Drama|Thriller
45072,"President's Last Bang, The (Geuddae geusaramdeul) (2005)",Comedy|Crime|Drama
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy
45079,"My Brother's Wife (Mujer de mi hermano, La) (2005)",Drama
45081,Silent Hill (2006),Fantasy|Horror|Thriller
45100,Battle in Heaven (Batalla en el cielo) (2005),Comedy|Drama|Romance
45106,American Dreamz (2006),Comedy|Drama
45137,Irresistible (2006),Drama|Thriller
45175,Kinky Boots (2005),Comedy|Drama
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
45188,"Wayward Cloud, The (Tian bian yi duo yun) (2005)",Comedy|Drama|Musical
45208,RV (2006),Adventure|Children|Comedy
45210,United 93 (2006),Crime|Drama
45221,Stick It (2006),Comedy
45259,Man Push Cart (2005),Drama
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller
45382,Down in the Valley (2005),Drama|Romance
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy
45440,Art School Confidential (2006),Comedy|Drama
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
45501,"Break-Up, The (2006)",Comedy|Drama|Romance
45503,Peaceful Warrior (2006),Drama
45506,Twelve and Holding (2005),Drama
45508,Wah-Wah (2005),Drama
45512,Keeping Up with the Steins (2006),Comedy
45517,Cars (2006),Animation|Children|Comedy
45521,Wassup Rockers (2005),Comedy|Drama
45525,"Lost City, The (2005)",Drama
45527,Standing Still (2005),Comedy|Drama|Romance
45581,Shanghai Dreams (Qing hong) (2005),Drama
45635,"Notorious Bettie Page, The (2005)",Drama
45648,Game 6 (2005),Comedy|Drama
45652,American Gun (2005),Drama
45656,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),Comedy|Drama|Romance
45658,On a Clear Day (2005),Drama
45662,"Omen, The (2006)",Horror|Thriller
45664,"King, The (2005)",Drama
45666,Nacho Libre (2006),Comedy
45668,"Lake House, The (2006)",Drama|Fantasy|Romance
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
45720,"Devil Wears Prada, The (2006)",Comedy|Drama
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
45726,"You, Me and Dupree (2006)",Comedy
45728,Clerks II (2006),Comedy
45730,Lady in the Water (2006),Drama|Fantasy|Mystery
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance
45852,See No Evil (2006),Horror
45880,Marie Antoinette (2006),Drama|Romance
45928,Who Killed the Electric Car? (2006),Documentary
45950,"Inconvenient Truth, An (2006)",Documentary
45994,National Lampoon's Cattle Call (Cattle Call) (2006),Comedy
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance
46083,Drawing Restraint 9 (2005),Fantasy
46098,Crossing the Bridge: The Sound of Istanbul (2005),Documentary|Musical
46108,Lower City (Cidade Baixa) (2005),Drama
46154,"War Within, The (2005)",Drama
46194,Adam & Steve (2005),Comedy|Romance
46201,Bob the Butler (2005),Comedy
46231,Stoned (2005),Drama
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy
46347,Metal: A Headbanger's Journey (2005),Documentary
46363,Summer in Berlin (Sommer vorm Balkon) (2005),Drama
46430,Waist Deep (2006),Action|Crime|Drama|Thriller
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
46559,"Road to Guantanamo, The (2006)",Drama|War
46561,Leonard Cohen: I'm Your Man (2005),Documentary|Musical
46572,Edmond (2005),Drama|Thriller
46574,"OH in Ohio, The (2006)",Comedy
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
46581,Brothers of the Head (2005),Drama
46634,These Girls (2005),Comedy
46723,Babel (2006),Drama|Thriller
46770,Krrish (2006),Adventure|Musical|Romance|Sci-Fi
46772,Strangers with Candy (2005),Comedy
46808,Subject Two (2006),Drama|Thriller
46839,Three Times (2005),Drama|Romance
46850,Wordplay (2006),Documentary
46865,Little Man (2006),Comedy
46915,End Game (2006),Crime|Drama|Mystery
46919,End of the Spear (2005),Drama
46948,Monster House (2006),Animation|Children|Fantasy|Mystery
46952,Wrong Side Up (Pribehy obycejneho silenstvi) (2005),Comedy|Drama
46954,Just love me (Tylko mnie kochaj) (2006),Comedy|Romance
46957,Combien Tu M'aimes? (How Much Do You Love Me?) (2005),Comedy|Romance
46959,Colour Me Kubrick: A True...ish Story (2005),Comedy|Drama
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
46967,Scoop (2006),Comedy|Fantasy|Mystery
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
46974,World Trade Center (2006),Drama
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
47044,Miami Vice (2006),Action|Crime|Drama|Thriller
47047,"Groomsmen, The (2006)",Comedy|Drama|Romance
47049,Shadowboxer (2005),Crime|Drama|Thriller
47084,"Live and Become (Va, vis et deviens) (2005)",Drama
47099,"Pursuit of Happyness, The (2006)",Drama
47122,John Tucker Must Die (2006),Comedy|Romance
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX
47148,Mrs. Palfrey at the Claremont (2005),Comedy|Drama
47150,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",Drama
47200,Crank (2006),Action|Thriller
47202,"Secret Life of Words, The (2005)",Drama|Romance
47221,"Dudesons Movie, The (2006)",Comedy|Documentary
47237,Black Gold (2006),Documentary
47248,Johnny Was (2006),Action|Crime|Drama|Thriller
47254,Chaos (2005),Action|Crime|Drama|Thriller
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller
47264,Barnyard: The Original Party Animals (2006),Animation|Children|Comedy
47382,Step Up (2006),Drama|Romance
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy
47394,"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller
47423,Half Nelson (2006),Drama
47446,"Moustache, La (2005)",Drama|Mystery|Thriller
47465,Tideland (2005),Drama|Fantasy|Thriller
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama
47503,2:37 (2006),Drama
47516,Material Girls (2006),Children|Comedy|Drama
47518,Accepted (2006),Comedy
47525,Lie with Me (2005),Drama|Romance
47571,Heading South (Vers le sud) (2005),Drama
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
47629,The Queen (2006),Drama
47640,Beerfest (2006),Comedy
47642,How to Eat Fried Worms (2006),Children|Drama
47644,Invincible (2006),Drama
47646,Idlewild (2006),Crime|Drama|Musical
47681,"Sorry, Haters (2005)",Drama|Thriller
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance
47778,Quinceañera (2006),Drama
47793,"Puffy Chair, The (2006)",Drama|Romance
47805,Lassie (2005),Adventure|Children
47808,Mutual Appreciation (2005),Comedy|Drama
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller
47815,Crossover (2006),Action|Drama
47830,"Quiet, The (2005)",Crime|Drama|Mystery|Thriller
47836,Sketches of Frank Gehry (2005),Documentary
47894,"Wind That Shakes the Barley, The (2006)",Drama|War
