movie_id,story
122523,"Disney\'s irresistible talking puppies are back in an all-new movie that takes them halfway across the world to the ruins of ancient Egypt. With the help of some exotic new friends, this epic adventure is a treasure trove of pure Buddy fun. In a race against a devious cat, the Buddies and their new friends, Cammy and Babi, must avoid booby traps, solve puzzles and explore a mysterious tomb - all in search of the greatest treasure known to animalkind!"
122525,"An all-new Disney holiday classic is born - Santa Paws 2: The Santa Pups. Starring a brand-new litter of the cutest talking pups ever - Hope, Jingle, Charity, and Noble - it\'s perfect for the whole family. When Mrs. Claus travels to Pineville, the playful Santa Pups stow away on her sled. Taking mischief to a whole new level, they begin granting joyful wishes to Pineville\'s boys and girls, but something goes terribly wrong - the Christmas spirit begins to disappear. Now the Santa Pups and Mrs. Claus must race to save Christmas around the world. From the creators of Disney Buddies, this magical, heartwarming tale is brimming with hope, cheer, and Christmas spirit. Written by Paws"
122527,"When the five puppies stumble upon the Five Power Rings of Inspiron (alien artifacts abandoned on Earth 16 years ago), they all develop super powers, and are enlisted in Captain Canine\'s battle against the evil Darkon alien Commander Drex. Captain Canine is commander of space ship Megasis and is from the planet Inspiron. He is the mortal enemy of the Commander Drex. In charge of protecting Princess Jorala and the Five Power Rings from Drex, Megasis places the rings in hiding on the planet Earth, and takes the form of a German Shepherd, intending to stay on earth in very deep cover. Adopted by aspiring young comic book artist Ian Shaeffer, and renamed Captain Canine, he spends 16 happy years on Earth, as Ian recounts the stories of his space adventures. But when the five Buddies discover the Power Rings and instantly develop superpowers, Captain Canine has to train them very quickly indeed - for Commander Drex is headed back to earth, and this time he\'s determined to succeed."
56995,"The story of the rape of Nanking, one of the most tragic events in history. In 1937, the invading Japanese army murdered over 200,000 and raped tens of thousands of Chinese. In the midst of this horror, a small group of Western expatriates banded together to save 250,000. Nanking shows the tremendous impact individuals can make on the course of history."
188067,Toc Toc is a 2017 Spanish comedy film directed by Vicente Villanueva. The movie follows the adventures and misadventures of a group of patients with OCD dated at the same time.
188095,"Lesha Shultes, a pickpocket, leads the ordinary life of an average urban creature. The only extraordinary thing about Shultes is that he carries a little notebook with him and notes down everything. This minimalist drama of a \'small man\' in a metropolis delivers an existential message with a distinct Russian flavour."
122563,"Kaitlyn, an ER nurse who is tending to a young stabbing victim, is accidentally electrocuted by the defibrillator that is used in an effort to save the woman\'s life. Almost immediately Kaitlyn starts to experience the victim\'s memories. She turns to family, friends, and the police, but no one takes her seriously. She decides that she must take it upon herself to try to solve the crime - or risk the terrifying visions ending in her own sanity being at stake. Ultimately Kaitlyn teams up with the detective on the case and weaves her way through the victim\'s past - to discover not only the brutal truth, but also some very unexpected lessons about life, love, sorrow and forgiveness along the way. (official website)"
122569,"Mysterious emotional thriller about a woman who, after being left at the altar, has a brief liaison with a handsome stranger on a plane which ultimately puts her \xe2\x80\x93 and everyone else on the flight \xe2\x80\x93 in terrible danger."
122573,"18-year-old Hannah Yoder is ready to become an Amish adult - which means baptism into the Church and marriage to her boyfriend, Samuel. However, her friends convince her to visit Hollywood for Rumspringa where she meets Josh and the two hit it off instantly. When she returns to Amish country, Hannah must make the painful choice of staying with Samuel or return to Josh and risk being shunned forever."
188111,"Arguably the most influential creator, writer, and producer in the history of television, Norman Lear brought primetime into step with the times. Using comedy and indelible characters, his legendary 1970s shows such as All In the Family, Maude, Good Times, and The Jeffersons, boldly cracked open dialogue and shifted the national consciousness, injecting enlightened humanism into sociopolitical debates on race, class, creed, and feminism."
188115,"A chronicle of the life of an illiterate Russian peasant woman between 1909 and 1921, focusing on her private life and major historic events in the country."
57044,"The story of Francisco, a very simple and poor man whose dream was to see his children become country music stars, and who made all the efforts to make it happen."
122593,"A young newlywed couple find themselves trapped in a network of underground caves. With her husband injured, the new bride is forced to find her way back to the surface in order to save his life. In the process, they discover a terrifying truth about the ""underneath"", they are not alone. Something evil is hunting them."
122599,"Agust\xc3\xadn forgets things; he is aging and he knows it. Mar\xc3\xada is never alone: she watches over everyone, sleeps very little, and works too much. She\xe2\x80\x99s increasingly overwhelmed. One day, on impulse, Mar\xc3\xada decides to abandon Agust\xc3\xadn. The tightening grip of old age and the guilt of familial responsibility loom over this absorbing drama from rising director Rodrigo Pl\xc3\xa1. With an exacting gasp of the internal and external struggles Mar\xc3\xada must endure, Pl\xc3\xa1 explores the challenges of a timeless issue and society\xe2\x80\x99s conflicted responses to life\xe2\x80\x99s central questions. (Hamptons International Film Festival)"
188141,A man struggling to find purpose in life is enlightened by a drunk ailing widow.
188149,A housewife struggles with her husband after he is possessed by a ghost.
188155,"THE GODFATHER LEGACY goes deep inside Francis Ford Coppola\'s epic saga about the Corleone crime family and reveals how the Academy Award-winning film and its sequels became one of the most acclaimed franchises in Hollywood history. Featuring iconic scenes from all three films, never before seen home movies and insightful interviews with filmmakers (Francis Ford Coppola, All Ruddy and Peter Bart), actors (Al Pacino, James Caan, Talia Shire, Joe Mantegna, et al.), law enforcement officials and even former Mafia members. This feature length documentary illustrates why The Godfather trilogy continues to entertain and fascinate audiences and how it continues to impact the way society views everything from capitalism to crime."
188159,"For centuries, the Great Pyramids have fascinated Mankind. Patrice Pooyard\'s The Revelation Of The Pyramids reveals what lies behind the greatest of archaeological mysteries: a message of paramount importance for humanity. From China to Peru, from Egypt to Mexico, through the world\'s most enigmatic and most beautiful sites, the director has spent 6 years meeting eminent scientific specialists and verifying his discoveries. The result will shake the teaching of history to its very core, and revolutionize Egyptology entirely. A great odyssey along a breathtaking route climaxes in a revelation as unexpected as it is staggering."
188161,Documentary which looks at how a radical generation of musicians created a new German musical identity out of the cultural ruins of war.
188165,"The story of a hitman for the drug cartels in Ciudad Juarez, Mexico."
188167,"Three friends drive from Holland to Morocco to deliver a taxi to a family friend, but the trip turns out more complicated than expected."
188171,"In this one-off documentary, David Malone looks at four brilliant mathematicians \xe2\x80\x93 Georg Cantor, Ludwig Boltzmann, Kurt G\xc3\xb6del and Alan Turing \xe2\x80\x93 whose genius has profoundly affected us, but which tragically drove them insane and eventually led to them all committing suicide.  The film also talks to the latest in the line of thinkers who have continued to pursue the question of whether there are things that mathematics and the human mind cannot know.  Dangerous Knowledge tackles some of the profound questions about the true nature of reality that mathematical thinkers are still trying to answer today."
188177,"Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of primal terror as the intruders stalk and torment the four, who struggle for their lives against what appears to be a senseless attack."
188179,"Newly appointed CEO of Robinson Tech, Wes Robinson, is looking for new ideas to boost the company\'s sales. Vivian Blair, a program developer, shares a dating algorithm she has been working on called My Perfect Match. Wes sees potential and an opportunity to turn the company around and launches the service. When the pair is challenged to use My Perfect Match themselves to find love, this algorithm shows some interesting results."
188181,A legend covert soldier with a mysterious past decides to unleash once again his beast within to stand up for what he cares about.
188183,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi."
188185,"In January 2016, armed protestors in Oregon occupied the Malheur National Wildlife Refuge to call attention to what they felt was an intrusion by the federal government into their right to make a living. In a larger sense, the \xe2\x80\x9cpatriot community\xe2\x80\x9d introduced itself as disgruntled American citizens with grounds for airing their grievances against a federal government that didn\xe2\x80\x99t have their best interests at heart. The federal government begged to differ."
122649,"One year ago, Agnes Rickover attended opening night at the Bates Motel and Haunted Hayride to see her best friend Lily\'s dramatic debut. A horrific accident resulted in Agnes witnessing Lily\'s fiery death in a spectacle gone wrong. After a year of obsessing over a murder investigation everyone else thinks is open and shut, Agnes goes to work at the Haunt in an attempt confront her trauma. Horrific events begin to claim the lives of her coworkers and Agnes must figure out what is behind all of the ""accidents"" before more people die."
188187,"Shaun Russell takes her son and daughter on a weekend getaway to her late father\'s secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children."
122651,"Morgan Roberts, a middle aged adult in crisis, reunites with his best friend when he returns to the summer camp of his youth. His troubles seem to magnify when he is joined by a rag-tag group of 10 year old campers. Through their struggles they collectively overcome their personal problems and exchange them for one of the best summers of their lives. is."
188189,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success \xe2\x80\x93 which propels him into a macabre universe."
188191,"The film tells futurist, architect, and inventor R. Buckminster Fuller\'s incredible story through two teens hoping to get laid, become punk gods, and survive high school."
122657,"After being assigned as study partners, two Chicana high schoolers find a bond that confuses them at times."
188193,"Polly\xe2\x80\x99s dreams of making it as an actor are shattered when her identical twin sister Amy lands the lead role in a huge TV show. Mistaken for her famous sister at every turn, Polly decides to use Amy\xe2\x80\x99s celebrity for her own advantage \xe2\x80\x93 free clothes, free booze, casual sex\xe2\x80\xa6 with hilarious and disastrous consequences for them both."
122663,"A maniac terrorizes a town during rainy nights. And exactly on one rainy night a student has a night shift in a 24-hour shop. And exactly on this night the owner of the shop goes to play in a casino, his wife wants to be entertained, a detective is awaiting for a crime to be committed and certainly... the maniac begins hunting."
188205,"Set against a chaotic, war torn Shanghai, \xe2\x80\x9cThe Wasted Times\xe2\x80\x9d follows a local crime boss at the receiving end of the Japanese army\xe2\x80\x99s attempt to forge a dubious alliance.  Spanning three separate times during the period, the story details mindsets from various perspectives, all culminating in a suspenseful and tense finale."
188207,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other."
188209,"A scientist &amp; inventor in 1907, Dr Plonk, predicts that the world will end in 101 years, unless something is done about it."
188211,"Exploring the pre-fame years of the celebrated American artist Jean-Michel Basquiat, and how New York City, its people, and tectonically shifting arts culture of the late 1970s and \'80s shaped his vision."
188213,An ordinary woman makes an extraordinary decision which will change her life forever.
188215,"The story of Leon Vitali, who surrendered his promising acting career to become Stanley Kubrick\'s devoted right-hand man."
188217,"Leningrad, one summer in the early eighties. Smuggling LP\xe2\x80\x99s by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tso\xc3\xaf. Together with friends, they will change the destiny of rock\xe2\x80\x99n\xe2\x80\x99roll in the Soviet Union."
57147,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies."
188221,"Kevin Shepard is a tech-savvy young genius who uses his intelligence to slack off. When greedy video game executive Alan Wolf gets a hold of his ideas for a video game, Kevin and his best friend Becca set off for San Francisco to make Wolf\'s life miserable through a series of pranks."
188225,A teenage boy\'s infatuation with a woman he sees on the bus further complicates his already tumultuous adolescence.
122691,"A loner American computer hacker is brought to Russia to commit bank fraud, only to find a family and love in the incomprehensible, violent, and chaotic Moscow underworld."
188229,"The story of the inhabitants of the isolated Scottish island of Todday, in the Outer Hebrides, where gloom sets in as their wartime rationing of whisky runs out. When cargo ship the SS Cabinet Minister runs aground the shrewd islanders run rings around the buffoonish English Home Guard commander Captain Waggett and conspire to hide away cases of the precious amber nectar."
122695,"At 34, struggling Seattle musician Sam finds himself broke, jobless and losing touch with the person he wants to become. When his girlfriend kicks him out, he\'s forced to crash with his Aunt Sharon and is reluctantly enlisted to take her teen son, Oliver, and his friend Jake camping."
188233,"Teo has a good job, a fiancee, a lover, no intention to assume any responsibility in his life. The meeting with Emma, a blind woman, will upset his convictions."
122699,"The Little Rascals are back in an all-new movie! Join the fun with Spanky, Alfalfa, Darla, Buckwheat, Petey the dog and the whole gang as they are up to their usual mischief! The Rascals try anything to raise the money needed to save their grandma\'s (Doris Roberts) bakery. The only trouble is - they can\'t seem to do anything right! From botched pet washes to terrible taxi service, they just can\'t raise a penny. Their only hope is to win prize money from the local talent show - but have you ever heard Alfalfa sing?"
188237,"After getting dropped by her publisher, celebrated novelist Hannah Ryan uses the negative forces in her life to inspire the creation of a pulp crime serial that posts new chapters to subscriber\'s devices every week. The initial release is a modest success but the work becomes a massive hit after a real life murder takes place that bears a striking similarity to Hannah\'s story. Is it really just a coincidence or is it possible that a copycat serial killer is acting out the fictitious murders in real life? And is he going to strike again once Hannah releases her next chapter?"
122703,About a mother who takes her children and flees an abusive ex-husband with the help of Ray Liotta\'s character.
57179,"Ethan Green (Daniel Letterle) has no problem finding guys who want to sleep with him or even date him, but finding someone to settle down with is a different story. Given three choices -- a sexy teenager, a hunky jock, or his ex-boyfriend who is about to get married -- will he find a Mr. Right, or is he destined to an unfabulous existence. Based on a popular gay-themed comic strip."
122715,"The truth of the past come to light in a series of haunting visions in this drama. The strange visions grow more vivid with each passing day, a young woman of Native American heritage begins piecing together a Catholic priests diabolical plot to prevent her mother from revealing the atrocities that unfolded at a Native Indian boarding school."
57183,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don\'t seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever."
122723,"Framed for murder and left for dead, a local legend comes back to make the guilty pay as he seeks revenge on those who killed his family, in this traditional Western about one man who stood against injustice."
122727,"Heera Bhatti, an American-Sikh, runs a corner store in Los Angeles with the help of her son, Vikram, and Gulu. She does not approve of Vikram\'s Caucasian girlfriend, Lillian, and would prefer that Vikram marry a Punjabi girl, but Vikram has made up his mind. Then the lives of all Californians are turned upside down when one morning eight people are dead after drinking contaminated tap water."
188265,"This small film raises the topic of Russian cinema. The fact that in modern Russia there are practically no decent artistic paintings. But a good movie might exist. The plot is as follows: an unknown beggar actor, who has come to the casting, begins to hysterical, which turns into a bright abusive monologue about a failed broken life and about hundreds of poor people like himself."
188273,"A struggling writer can\'t seem to escape his wife\'s literary success. When a road trip to a publisher\'s salon takes an unexpected turn, he has to face his own creative shortcomings and find a way to regain control of his life and work."
